cluster_id,prompt_idx,baseline_logit_diff,joint_logit_diff,joint_effect,individual_sum,interaction_term,interaction_ratio,sign_flipped_joint,predicted_sign_flip,correct_answer,level,sign_correct
4,208,1.0,1.125,0.125,0.8438,-0.7188,0.1481,False,False,alpha,2,True
5,208,1.0,0.75,-0.25,-0.875,0.625,0.2857,False,False,alpha,2,True
6,208,1.0,1.0,0.0,3.3125,-3.3125,0.0,False,False,alpha,2,True
7,208,1.0,0.4375,-0.5625,-2.25,1.6875,0.25,False,True,alpha,2,True
8,208,1.0,1.4375,0.4375,3.875,-3.4375,0.1129,False,False,alpha,2,True
9,208,1.0,1.25,0.25,1.5625,-1.3125,0.16,False,False,alpha,2,True
10,208,1.0,1.875,0.875,5.9062,-5.0312,0.1481,False,False,alpha,2,True
11,208,1.0,1.5625,0.5625,3.0312,-2.4688,0.1856,False,False,alpha,2,True
0,209,1.0,1.125,0.125,0.3125,-0.1875,0.4,False,False,alpha,2,True
1,209,1.0,1.375,0.375,1.125,-0.75,0.3333,False,False,alpha,2,True
2,209,1.0,1.0625,0.0625,0.375,-0.3125,0.1667,False,False,alpha,2,True
3,209,1.0,0.5,-0.5,-1.4375,0.9375,0.3478,False,True,alpha,2,True
4,209,1.0,1.75,0.75,0.5,0.25,1.5,False,False,alpha,2,True
5,209,1.0,0.875,-0.125,-0.25,0.125,0.5,False,False,alpha,2,True
6,209,1.0,1.25,0.25,5.25,-5.0,0.0476,False,False,alpha,2,True
7,209,1.0,0.6875,-0.3125,-1.75,1.4375,0.1786,False,True,alpha,2,True
8,209,1.0,1.9375,0.9375,6.875,-5.9375,0.1364,False,False,alpha,2,True
9,209,1.0,1.125,0.125,0.75,-0.625,0.1667,False,False,alpha,2,True
10,209,1.0,1.875,0.875,6.4375,-5.5625,0.1359,False,False,alpha,2,True
11,209,1.0,1.5,0.5,2.5,-2.0,0.2,False,False,alpha,2,True
0,210,0.75,0.625,-0.125,-0.625,0.5,0.2,False,False,alpha,2,True
1,210,0.75,0.75,0.0,0.0625,-0.0625,0.0,False,False,alpha,2,True
2,210,0.75,0.8125,0.0625,0.1875,-0.125,0.3333,False,False,alpha,2,True
3,210,0.75,0.5,-0.25,-0.8125,0.5625,0.3077,False,True,alpha,2,True
4,210,0.75,0.6875,-0.0625,0.625,-0.6875,-0.1,False,False,alpha,2,True
5,210,0.75,0.875,0.125,0.3125,-0.1875,0.4,False,False,alpha,2,True
6,210,0.75,0.9375,0.1875,6.625,-6.4375,0.0283,False,False,alpha,2,True
7,210,0.75,0.375,-0.375,-1.375,1.0,0.2727,False,True,alpha,2,True
8,210,0.75,0.875,0.125,1.3125,-1.1875,0.0952,False,False,alpha,2,True
9,210,0.75,0.8125,0.0625,0.1875,-0.125,0.3333,False,False,alpha,2,True
10,210,0.75,1.25,0.5,0.375,0.125,1.3333,False,False,alpha,2,True
11,210,0.75,0.8125,0.0625,0.1875,-0.125,0.3333,False,False,alpha,2,True
0,211,1.5,1.5,0.0,-0.1875,0.1875,-0.0,False,False,alpha,2,True
1,211,1.5,1.5625,0.0625,0.1875,-0.125,0.3333,False,False,alpha,2,True
2,211,1.5,1.4375,-0.0625,-0.25,0.1875,0.25,False,False,alpha,2,True
3,211,1.5,1.0625,-0.4375,-1.3125,0.875,0.3333,False,False,alpha,2,True
4,211,1.5,1.75,0.25,-0.3125,0.5625,-0.8,False,False,alpha,2,True
5,211,1.5,1.25,-0.25,-0.625,0.375,0.4,False,False,alpha,2,True
6,211,1.5,1.0625,-0.4375,2.5625,-3.0,-0.1707,False,False,alpha,2,True
7,211,1.5,1.0,-0.5,-2.3125,1.8125,0.2162,False,True,alpha,2,True
8,211,1.5,1.6875,0.1875,3.0,-2.8125,0.0625,False,False,alpha,2,True
9,211,1.5,1.3125,-0.1875,-0.875,0.6875,0.2143,False,False,alpha,2,True
10,211,1.5,2.1875,0.6875,5.5,-4.8125,0.125,False,False,alpha,2,True
11,211,1.5,1.75,0.25,1.25,-1.0,0.2,False,False,alpha,2,True
0,212,1.125,0.9375,-0.1875,-0.9375,0.75,0.2,False,False,alpha,2,True
1,212,1.125,1.25,0.125,0.625,-0.5,0.2,False,False,alpha,2,True
2,212,1.125,1.1875,0.0625,0.0625,0.0,1.0,False,False,alpha,2,True
3,212,1.125,0.75,-0.375,-1.125,0.75,0.3333,False,False,alpha,2,True
4,212,1.125,1.75,0.625,-0.9375,1.5625,-0.6667,False,False,alpha,2,True
5,212,1.125,0.875,-0.25,-0.875,0.625,0.2857,False,False,alpha,2,True
6,212,1.125,1.0,-0.125,3.5625,-3.6875,-0.0351,False,False,alpha,2,True
7,212,1.125,0.625,-0.5,-1.8125,1.3125,0.2759,False,True,alpha,2,True
8,212,1.125,1.5625,0.4375,2.5625,-2.125,0.1707,False,False,alpha,2,True
9,212,1.125,0.875,-0.25,-1.3125,1.0625,0.1905,False,True,alpha,2,True
10,212,1.125,2.1875,1.0625,5.3438,-4.2812,0.1988,False,False,alpha,2,True
11,212,1.125,1.25,0.125,0.4375,-0.3125,0.2857,False,False,alpha,2,True
0,213,1.6875,1.6875,0.0,-0.4062,0.4062,-0.0,False,False,alpha,2,True
1,213,1.6875,1.875,0.1875,0.75,-0.5625,0.25,False,False,alpha,2,True
2,213,1.6875,1.75,0.0625,0.3125,-0.25,0.2,False,False,alpha,2,True
3,213,1.6875,1.375,-0.3125,-1.0,0.6875,0.3125,False,False,alpha,2,True
4,213,1.6875,1.4375,-0.25,-1.6875,1.4375,0.1481,False,False,alpha,2,True
5,213,1.6875,1.25,-0.4375,-1.375,0.9375,0.3182,False,False,alpha,2,True
6,213,1.6875,1.0,-0.6875,-1.375,0.6875,0.5,False,False,alpha,2,True
7,213,1.6875,1.3125,-0.375,-1.3125,0.9375,0.2857,False,False,alpha,2,True
8,213,1.6875,2.125,0.4375,4.5312,-4.0938,0.0966,False,False,alpha,2,True
9,213,1.6875,1.5625,-0.125,0.0,-0.125,,False,False,alpha,2,True
10,213,1.6875,1.6875,-0.0,0.125,-0.125,-0.0,False,False,alpha,2,True
11,213,1.6875,1.8125,0.125,0.5625,-0.4375,0.2222,False,False,alpha,2,True
0,214,1.125,0.6875,-0.4375,-2.1875,1.75,0.2,False,True,alpha,2,True
1,214,1.125,1.3125,0.1875,0.625,-0.4375,0.3,False,False,alpha,2,True
2,214,1.125,0.875,-0.25,-0.5625,0.3125,0.4444,False,False,alpha,2,True
3,214,1.125,0.75,-0.375,-1.0,0.625,0.375,False,False,alpha,2,True
4,214,1.125,1.125,0.0,-0.625,0.625,-0.0,False,False,alpha,2,True
5,214,1.125,1.3125,0.1875,0.8125,-0.625,0.2308,False,False,alpha,2,True
6,214,1.125,0.9375,-0.1875,0.75,-0.9375,-0.25,False,False,alpha,2,True
7,214,1.125,0.625,-0.5,-2.125,1.625,0.2353,False,True,alpha,2,True
8,214,1.125,1.0625,-0.0625,-0.125,0.0625,0.5,False,False,alpha,2,True
9,214,1.125,1.25,0.125,0.6875,-0.5625,0.1818,False,False,alpha,2,True
10,214,1.125,2.375,1.25,5.0,-3.75,0.25,False,False,alpha,2,True
11,214,1.125,1.3125,0.1875,1.125,-0.9375,0.1667,False,False,alpha,2,True
0,215,1.6875,1.25,-0.4375,-2.625,2.1875,0.1667,False,True,alpha,2,True
1,215,1.6875,1.6875,0.0,0.25,-0.25,0.0,False,False,alpha,2,True
2,215,1.6875,1.625,-0.0625,-0.125,0.0625,0.5,False,False,alpha,2,True
3,215,1.6875,1.1875,-0.5,-1.25,0.75,0.4,False,False,alpha,2,True
4,215,1.6875,1.625,-0.0625,-1.125,1.0625,0.0556,False,False,alpha,2,True
5,215,1.6875,1.4375,-0.25,-0.8125,0.5625,0.3077,False,False,alpha,2,True
6,215,1.6875,1.1875,-0.5,1.375,-1.875,-0.3636,False,False,alpha,2,True
7,215,1.6875,1.25,-0.4375,-1.9375,1.5,0.2258,False,True,alpha,2,True
8,215,1.6875,1.25,-0.4375,-1.875,1.4375,0.2333,False,True,alpha,2,True
9,215,1.6875,1.625,-0.0625,-0.5625,0.5,0.1111,False,False,alpha,2,True
10,215,1.6875,1.8125,0.125,0.375,-0.25,0.3333,False,False,alpha,2,True
11,215,1.6875,1.625,-0.0625,-0.25,0.1875,0.25,False,False,alpha,2,True
0,216,0.6875,0.375,-0.3125,-1.375,1.0625,0.2273,False,True,alpha,2,True
1,216,0.6875,0.875,0.1875,0.6875,-0.5,0.2727,False,False,alpha,2,True
2,216,0.6875,0.625,-0.0625,-0.1875,0.125,0.3333,False,False,alpha,2,True
3,216,0.6875,0.375,-0.3125,-1.0,0.6875,0.3125,False,True,alpha,2,True
4,216,0.6875,0.75,0.0625,-1.375,1.4375,-0.0455,False,True,alpha,2,True
5,216,0.6875,0.8125,0.125,0.3125,-0.1875,0.4,False,False,alpha,2,True
6,216,0.6875,1.25,0.5625,4.375,-3.8125,0.1286,False,False,alpha,2,True
7,216,0.6875,0.1875,-0.5,-2.375,1.875,0.2105,False,True,alpha,2,True
8,216,0.6875,0.5625,-0.125,-0.4375,0.3125,0.2857,False,False,alpha,2,True
9,216,0.6875,0.6875,0.0,0.0625,-0.0625,0.0,False,False,alpha,2,True
10,216,0.6875,1.5,0.8125,4.4375,-3.625,0.1831,False,False,alpha,2,True
11,216,0.6875,0.5,-0.1875,-0.5625,0.375,0.3333,False,False,alpha,2,True
0,217,1.25,0.8125,-0.4375,-1.9375,1.5,0.2258,False,True,alpha,2,True
1,217,1.25,1.25,0.0,-0.1875,0.1875,-0.0,False,False,alpha,2,True
2,217,1.25,1.125,-0.125,-0.375,0.25,0.3333,False,False,alpha,2,True
3,217,1.25,0.8125,-0.4375,-1.375,0.9375,0.3182,False,True,alpha,2,True
4,217,1.25,1.375,0.125,-0.5625,0.6875,-0.2222,False,False,alpha,2,True
5,217,1.25,1.3125,0.0625,0.0625,0.0,1.0,False,False,alpha,2,True
6,217,1.25,0.9375,-0.3125,2.0,-2.3125,-0.1562,False,False,alpha,2,True
7,217,1.25,0.9375,-0.3125,-1.625,1.3125,0.1923,False,True,alpha,2,True
8,217,1.25,1.5,0.25,0.0625,0.1875,4.0,False,False,alpha,2,True
9,217,1.25,1.375,0.125,0.8125,-0.6875,0.1538,False,False,alpha,2,True
10,217,1.25,2.3125,1.0625,3.9375,-2.875,0.2698,False,False,alpha,2,True
11,217,1.25,1.3125,0.0625,0.9375,-0.875,0.0667,False,False,alpha,2,True
0,218,1.0,0.375,-0.625,-3.3125,2.6875,0.1887,False,True,alpha,2,True
1,218,1.0,1.0,0.0,0.1875,-0.1875,0.0,False,False,alpha,2,True
2,218,1.0,0.875,-0.125,-0.3125,0.1875,0.4,False,False,alpha,2,True
3,218,1.0,0.625,-0.375,-1.3125,0.9375,0.2857,False,True,alpha,2,True
4,218,1.0,1.125,0.125,-1.625,1.75,-0.0769,False,True,alpha,2,True
5,218,1.0,0.9375,-0.0625,-0.125,0.0625,0.5,False,False,alpha,2,True
6,218,1.0,0.75,-0.25,1.3125,-1.5625,-0.1905,False,False,alpha,2,True
7,218,1.0,0.1875,-0.8125,-3.625,2.8125,0.2241,False,True,alpha,2,True
8,218,1.0,1.3125,0.3125,0.75,-0.4375,0.4167,False,False,alpha,2,True
9,218,1.0,1.0,0.0,0.0625,-0.0625,0.0,False,False,alpha,2,True
10,218,1.0,2.0,1.0,5.1875,-4.1875,0.1928,False,False,alpha,2,True
11,218,1.0,1.0,0.0,0.1875,-0.1875,0.0,False,False,alpha,2,True
0,219,1.75,1.5,-0.25,-1.5625,1.3125,0.16,False,False,alpha,2,True
1,219,1.75,1.875,0.125,0.5,-0.375,0.25,False,False,alpha,2,True
2,219,1.75,1.5,-0.25,-0.6875,0.4375,0.3636,False,False,alpha,2,True
3,219,1.75,1.25,-0.5,-1.5625,1.0625,0.32,False,False,alpha,2,True
4,219,1.75,1.75,0.0,-1.3125,1.3125,-0.0,False,False,alpha,2,True
5,219,1.75,2.0625,0.3125,1.0625,-0.75,0.2941,False,False,alpha,2,True
6,219,1.75,1.1875,-0.5625,0.0,-0.5625,,False,False,alpha,2,True
7,219,1.75,2.0625,0.3125,1.5625,-1.25,0.2,False,False,alpha,2,True
8,219,1.75,1.5625,-0.1875,1.25,-1.4375,-0.15,False,False,alpha,2,True
9,219,1.75,1.6875,-0.0625,0.3125,-0.375,-0.2,False,False,alpha,2,True
10,219,1.75,2.9375,1.1875,6.4062,-5.2188,0.1854,False,False,alpha,2,True
11,219,1.75,2.0,0.25,1.25,-1.0,0.2,False,False,alpha,2,True
0,220,0.9375,0.9375,0.0,0.4375,-0.4375,0.0,False,False,alpha,2,True
1,220,0.9375,1.0625,0.125,0.4375,-0.3125,0.2857,False,False,alpha,2,True
2,220,0.9375,0.8125,-0.125,-0.25,0.125,0.5,False,False,alpha,2,True
3,220,0.9375,0.6875,-0.25,-1.0,0.75,0.25,False,True,alpha,2,True
4,220,0.9375,2.0625,1.125,1.4375,-0.3125,0.7826,False,False,alpha,2,True
5,220,0.9375,0.6875,-0.25,-0.6875,0.4375,0.3636,False,False,alpha,2,True
6,220,0.9375,0.625,-0.3125,2.125,-2.4375,-0.1471,False,False,alpha,2,True
7,220,0.9375,0.9375,0.0,-0.0625,0.0625,-0.0,False,False,alpha,2,True
8,220,0.9375,0.9375,0.0,0.3125,-0.3125,0.0,False,False,alpha,2,True
9,220,0.9375,1.1875,0.25,1.3125,-1.0625,0.1905,False,False,alpha,2,True
10,220,0.9375,2.125,1.1875,8.375,-7.1875,0.1418,False,False,alpha,2,True
11,220,0.9375,1.5625,0.625,2.625,-2.0,0.2381,False,False,alpha,2,True
0,221,1.5625,1.4375,-0.125,-0.5938,0.4688,0.2105,False,False,alpha,2,True
1,221,1.5625,1.8125,0.25,1.0312,-0.7812,0.2424,False,False,alpha,2,True
2,221,1.5625,1.4375,-0.125,-0.375,0.25,0.3333,False,False,alpha,2,True
3,221,1.5625,1.3125,-0.25,-0.9375,0.6875,0.2667,False,False,alpha,2,True
4,221,1.5625,1.8125,0.25,-1.875,2.125,-0.1333,False,True,alpha,2,True
5,221,1.5625,1.3125,-0.25,-0.5,0.25,0.5,False,False,alpha,2,True
6,221,1.5625,1.0625,-0.5,-1.0625,0.5625,0.4706,False,False,alpha,2,True
7,221,1.5625,1.5,-0.0625,-0.2812,0.2188,0.2222,False,False,alpha,2,True
8,221,1.5625,1.625,0.0625,2.9062,-2.8438,0.0215,False,False,alpha,2,True
9,221,1.5625,1.5625,0.0,1.25,-1.25,0.0,False,False,alpha,2,True
10,221,1.5625,2.25,0.6875,8.0312,-7.3438,0.0856,False,False,alpha,2,True
11,221,1.5625,1.9375,0.375,2.5,-2.125,0.15,False,False,alpha,2,True
0,222,1.0,0.875,-0.125,-1.0,0.875,0.125,False,False,alpha,2,True
1,222,1.0,1.1875,0.1875,0.6875,-0.5,0.2727,False,False,alpha,2,True
2,222,1.0,1.0,0.0,0.1875,-0.1875,0.0,False,False,alpha,2,True
3,222,1.0,0.8125,-0.1875,-0.6875,0.5,0.2727,False,False,alpha,2,True
4,222,1.0,1.625,0.625,2.375,-1.75,0.2632,False,False,alpha,2,True
5,222,1.0,0.875,-0.125,-0.1875,0.0625,0.6667,False,False,alpha,2,True
6,222,1.0,1.0,0.0,3.875,-3.875,0.0,False,False,alpha,2,True
7,222,1.0,0.5,-0.5,-2.0,1.5,0.25,False,True,alpha,2,True
8,222,1.0,0.6875,-0.3125,-0.875,0.5625,0.3571,False,False,alpha,2,True
9,222,1.0,1.25,0.25,1.1875,-0.9375,0.2105,False,False,alpha,2,True
10,222,1.0,1.8125,0.8125,4.4375,-3.625,0.1831,False,False,alpha,2,True
11,222,1.0,1.25,0.25,1.375,-1.125,0.1818,False,False,alpha,2,True
0,223,1.0625,1.0625,0.0,0.125,-0.125,0.0,False,False,alpha,2,True
1,223,1.0625,1.1875,0.125,0.4375,-0.3125,0.2857,False,False,alpha,2,True
2,223,1.0625,1.0,-0.0625,-0.125,0.0625,0.5,False,False,alpha,2,True
3,223,1.0625,0.8125,-0.25,-0.75,0.5,0.3333,False,False,alpha,2,True
4,223,1.0625,1.8125,0.75,1.8125,-1.0625,0.4138,False,False,alpha,2,True
5,223,1.0625,0.8125,-0.25,-0.875,0.625,0.2857,False,False,alpha,2,True
6,223,1.0625,0.9375,-0.125,3.4375,-3.5625,-0.0364,False,False,alpha,2,True
7,223,1.0625,1.0,-0.0625,-0.5,0.4375,0.125,False,False,alpha,2,True
8,223,1.0625,0.875,-0.1875,-0.25,0.0625,0.75,False,False,alpha,2,True
9,223,1.0625,1.3125,0.25,1.125,-0.875,0.2222,False,False,alpha,2,True
10,223,1.0625,1.9375,0.875,4.25,-3.375,0.2059,False,False,alpha,2,True
11,223,1.0625,1.5625,0.5,2.625,-2.125,0.1905,False,False,alpha,2,True
0,224,1.75,1.9375,0.1875,0.8125,-0.625,0.2308,False,False,alpha,2,True
1,224,1.75,1.9375,0.1875,1.0,-0.8125,0.1875,False,False,alpha,2,True
2,224,1.75,1.8125,0.0625,0.125,-0.0625,0.5,False,False,alpha,2,True
3,224,1.75,1.625,-0.125,-0.375,0.25,0.3333,False,False,alpha,2,True
4,224,1.75,2.375,0.625,0.0625,0.5625,10.0,False,False,alpha,2,True
5,224,1.75,1.75,0.0,0.1875,-0.1875,0.0,False,False,alpha,2,True
6,224,1.75,1.5,-0.25,2.375,-2.625,-0.1053,False,False,alpha,2,True
7,224,1.75,1.5625,-0.1875,-0.6875,0.5,0.2727,False,False,alpha,2,True
8,224,1.75,1.75,0.0,1.1875,-1.1875,0.0,False,False,alpha,2,True
9,224,1.75,1.6875,-0.0625,0.0625,-0.125,-1.0,False,False,alpha,2,True
10,224,1.75,2.6875,0.9375,8.4375,-7.5,0.1111,False,False,alpha,2,True
11,224,1.75,2.0625,0.3125,1.1875,-0.875,0.2632,False,False,alpha,2,True
0,225,2.0,1.75,-0.25,-1.5625,1.3125,0.16,False,False,alpha,2,True
1,225,2.0,2.0625,0.0625,0.125,-0.0625,0.5,False,False,alpha,2,True
2,225,2.0,1.9375,-0.0625,0.0,-0.0625,,False,False,alpha,2,True
3,225,2.0,2.0625,0.0625,-0.125,0.1875,-0.5,False,False,alpha,2,True
4,225,2.0,2.6875,0.6875,0.9375,-0.25,0.7333,False,False,alpha,2,True
5,225,2.0,1.875,-0.125,-0.25,0.125,0.5,False,False,alpha,2,True
6,225,2.0,1.6875,-0.3125,1.8125,-2.125,-0.1724,False,False,alpha,2,True
7,225,2.0,1.6875,-0.3125,-1.3125,1.0,0.2381,False,False,alpha,2,True
8,225,2.0,2.0625,0.0625,-0.375,0.4375,-0.1667,False,False,alpha,2,True
9,225,2.0,2.0625,0.0625,0.3125,-0.25,0.2,False,False,alpha,2,True
10,225,2.0,3.0,1.0,5.0,-4.0,0.2,False,False,alpha,2,True
11,225,2.0,2.25,0.25,1.125,-0.875,0.2222,False,False,alpha,2,True
0,226,0.625,0.5,-0.125,-0.6875,0.5625,0.1818,False,True,alpha,2,True
1,226,0.625,0.6875,0.0625,0.375,-0.3125,0.1667,False,False,alpha,2,True
2,226,0.625,0.625,0.0,-0.125,0.125,-0.0,False,False,alpha,2,True
3,226,0.625,0.375,-0.25,-0.875,0.625,0.2857,False,True,alpha,2,True
4,226,0.625,1.8125,1.1875,2.25,-1.0625,0.5278,False,False,alpha,2,True
5,226,0.625,0.4375,-0.1875,-0.6875,0.5,0.2727,False,True,alpha,2,True
6,226,0.625,0.5625,-0.0625,2.5625,-2.625,-0.0244,False,False,alpha,2,True
7,226,0.625,0.5625,-0.0625,-0.1875,0.125,0.3333,False,False,alpha,2,True
8,226,0.625,0.5,-0.125,-0.125,0.0,1.0,False,False,alpha,2,True
9,226,0.625,0.75,0.125,0.75,-0.625,0.1667,False,False,alpha,2,True
10,226,0.625,1.625,1.0,7.0312,-6.0312,0.1422,False,False,alpha,2,True
11,226,0.625,1.375,0.75,3.4688,-2.7188,0.2162,False,False,alpha,2,True
0,227,1.1875,1.1875,0.0,0.25,-0.25,0.0,False,False,alpha,2,True
1,227,1.1875,1.4375,0.25,0.9375,-0.6875,0.2667,False,False,alpha,2,True
2,227,1.1875,1.125,-0.0625,-0.125,0.0625,0.5,False,False,alpha,2,True
3,227,1.1875,1.0625,-0.125,-0.375,0.25,0.3333,False,False,alpha,2,True
4,227,1.1875,1.8125,0.625,0.5625,0.0625,1.1111,False,False,alpha,2,True
5,227,1.1875,1.0625,-0.125,-0.3125,0.1875,0.4,False,False,alpha,2,True
6,227,1.1875,1.125,-0.0625,2.75,-2.8125,-0.0227,False,False,alpha,2,True
7,227,1.1875,1.0,-0.1875,-0.8125,0.625,0.2308,False,False,alpha,2,True
8,227,1.1875,1.0,-0.1875,0.1875,-0.375,-1.0,False,False,alpha,2,True
9,227,1.1875,1.0625,-0.125,-0.3125,0.1875,0.4,False,False,alpha,2,True
10,227,1.1875,2.6875,1.5,8.4375,-6.9375,0.1778,False,False,alpha,2,True
11,227,1.1875,1.5,0.3125,1.375,-1.0625,0.2273,False,False,alpha,2,True
0,228,0.0,0.375,0.375,1.625,-1.25,0.2308,True,False,beta,2,True
1,228,0.0,0.0625,0.0625,0.25,-0.1875,0.25,True,False,beta,2,True
2,228,0.0,0.0625,0.0625,0.0625,0.0,1.0,True,False,beta,2,True
3,228,0.0,0.25,0.25,0.8125,-0.5625,0.3077,True,False,beta,2,True
4,228,0.0,-0.125,-0.125,-2.0625,1.9375,0.0606,False,False,beta,2,True
5,228,0.0,-0.125,-0.125,-0.25,0.125,0.5,False,False,beta,2,True
6,228,0.0,-0.5,-0.5,-7.6875,7.1875,0.065,False,False,beta,2,True
7,228,0.0,0.375,0.375,1.5,-1.125,0.25,True,False,beta,2,True
8,228,0.0,-0.125,-0.125,-1.125,1.0,0.1111,False,False,beta,2,True
9,228,0.0,-0.375,-0.375,-1.4375,1.0625,0.2609,False,False,beta,2,True
10,228,0.0,0.1875,0.1875,2.6875,-2.5,0.0698,True,False,beta,2,True
11,228,0.0,0.0625,0.0625,0.5,-0.4375,0.125,True,False,beta,2,True
0,229,0.0625,0.875,0.8125,3.9375,-3.125,0.2063,False,False,beta,2,True
1,229,0.0625,0.0625,0.0,0.0,0.0,,False,False,beta,2,True
2,229,0.0625,0.0625,0.0,0.0625,-0.0625,0.0,False,False,beta,2,True
3,229,0.0625,0.375,0.3125,0.9375,-0.625,0.3333,False,False,beta,2,True
4,229,0.0625,-0.4375,-0.5,-1.9375,1.4375,0.2581,True,True,beta,2,True
5,229,0.0625,0.1875,0.125,0.1875,-0.0625,0.6667,False,False,beta,2,True
6,229,0.0625,-0.5,-0.5625,-7.5625,7.0,0.0744,True,True,beta,2,True
7,229,0.0625,0.1875,0.125,0.5625,-0.4375,0.2222,False,False,beta,2,True
8,229,0.0625,-0.3125,-0.375,-0.1875,-0.1875,2.0,True,True,beta,2,True
9,229,0.0625,-0.5,-0.5625,-2.25,1.6875,0.25,True,True,beta,2,True
10,229,0.0625,-0.3125,-0.375,-2.3125,1.9375,0.1622,True,True,beta,2,True
11,229,0.0625,-0.125,-0.1875,-0.9375,0.75,0.2,True,True,beta,2,True
0,230,0.4375,0.625,0.1875,0.9375,-0.75,0.2,False,False,beta,2,True
1,230,0.4375,0.375,-0.0625,-0.0625,0.0,1.0,False,False,beta,2,True
2,230,0.4375,0.375,-0.0625,0.0,-0.0625,,False,False,beta,2,True
3,230,0.4375,0.9375,0.5,1.3125,-0.8125,0.381,False,False,beta,2,True
4,230,0.4375,0.25,-0.1875,-1.625,1.4375,0.1154,False,True,beta,2,True
5,230,0.4375,0.25,-0.1875,-0.5,0.3125,0.375,False,True,beta,2,True
6,230,0.4375,-0.25,-0.6875,-8.0625,7.375,0.0853,True,True,beta,2,True
7,230,0.4375,0.6875,0.25,1.25,-1.0,0.2,False,False,beta,2,True
8,230,0.4375,0.4375,0.0,0.375,-0.375,0.0,False,False,beta,2,True
9,230,0.4375,0.0625,-0.375,-1.875,1.5,0.2,False,True,beta,2,True
10,230,0.4375,0.3125,-0.125,1.0625,-1.1875,-0.1176,False,False,beta,2,True
11,230,0.4375,0.375,-0.0625,0.1875,-0.25,-0.3333,False,False,beta,2,True
0,231,-1.4375,-1.3125,0.125,0.6875,-0.5625,0.1818,False,False,beta,2,False
1,231,-1.4375,-1.3125,0.125,0.5625,-0.4375,0.2222,False,False,beta,2,False
2,231,-1.4375,-1.625,-0.1875,-0.5,0.3125,0.375,False,False,beta,2,False
3,231,-1.4375,-1.25,0.1875,0.4375,-0.25,0.4286,False,False,beta,2,False
4,231,-1.4375,-1.25,0.1875,-0.25,0.4375,-0.75,False,False,beta,2,False
5,231,-1.4375,-1.1875,0.25,0.625,-0.375,0.4,False,False,beta,2,False
6,231,-1.4375,-1.25,0.1875,-4.375,4.5625,-0.0429,False,False,beta,2,False
7,231,-1.4375,-1.1875,0.25,1.1875,-0.9375,0.2105,False,False,beta,2,False
8,231,-1.4375,-1.5,-0.0625,0.5625,-0.625,-0.1111,False,False,beta,2,False
9,231,-1.4375,-1.5625,-0.125,-0.4375,0.3125,0.2857,False,False,beta,2,False
10,231,-1.4375,-1.0625,0.375,3.75,-3.375,0.1,False,True,beta,2,False
11,231,-1.4375,-1.375,0.0625,-0.125,0.1875,-0.5,False,False,beta,2,False
0,232,-0.0625,0.375,0.4375,1.875,-1.4375,0.2333,True,True,beta,2,True
1,232,-0.0625,-0.125,-0.0625,-0.1875,0.125,0.3333,False,False,beta,2,True
2,232,-0.0625,-0.125,-0.0625,-0.1875,0.125,0.3333,False,False,beta,2,True
3,232,-0.0625,0.1875,0.25,0.9375,-0.6875,0.2667,True,True,beta,2,True
4,232,-0.0625,-1.0625,-1.0,-4.1875,3.1875,0.2388,False,False,beta,2,True
5,232,-0.0625,0.0,0.0625,0.125,-0.0625,0.5,False,True,beta,2,True
6,232,-0.0625,-0.5,-0.4375,-6.875,6.4375,0.0636,False,False,beta,2,True
7,232,-0.0625,0.3125,0.375,1.875,-1.5,0.2,True,True,beta,2,True
8,232,-0.0625,-0.4375,-0.375,-2.125,1.75,0.1765,False,False,beta,2,True
9,232,-0.0625,-0.3125,-0.25,-0.4375,0.1875,0.5714,False,False,beta,2,True
10,232,-0.0625,-0.625,-0.5625,-2.3125,1.75,0.2432,False,False,beta,2,True
11,232,-0.0625,-0.3125,-0.25,-1.625,1.375,0.1538,False,False,beta,2,True
0,233,-0.875,-0.0625,0.8125,3.75,-2.9375,0.2167,False,True,beta,2,True
1,233,-0.875,-0.6875,0.1875,0.8125,-0.625,0.2308,False,False,beta,2,True
2,233,-0.875,-0.75,0.125,0.4375,-0.3125,0.2857,False,False,beta,2,True
3,233,-0.875,-0.5,0.375,1.0,-0.625,0.375,False,True,beta,2,True
4,233,-0.875,-1.0,-0.125,-1.6875,1.5625,0.0741,False,False,beta,2,True
5,233,-0.875,-0.625,0.25,0.6875,-0.4375,0.3636,False,False,beta,2,True
6,233,-0.875,-0.6875,0.1875,-3.1875,3.375,-0.0588,False,False,beta,2,True
7,233,-0.875,-0.5625,0.3125,1.5,-1.1875,0.2083,False,True,beta,2,True
8,233,-0.875,-1.125,-0.25,0.1875,-0.4375,-1.3333,False,False,beta,2,True
9,233,-0.875,-0.9375,-0.0625,-0.0625,0.0,1.0,False,False,beta,2,True
10,233,-0.875,-0.5,0.375,4.3125,-3.9375,0.087,False,True,beta,2,True
11,233,-0.875,-0.75,0.125,0.5,-0.375,0.25,False,False,beta,2,True
0,234,0.875,1.25,0.375,1.625,-1.25,0.2308,False,False,beta,2,True
1,234,0.875,0.875,0.0,0.375,-0.375,0.0,False,False,beta,2,True
2,234,0.875,0.875,0.0,0.0625,-0.0625,0.0,False,False,beta,2,True
3,234,0.875,1.25,0.375,1.25,-0.875,0.3,False,False,beta,2,True
