group_id,mean_effect,mean_abs_effect,positive_agreement,negative_agreement,sfr,n_prompts,cluster_id,level,latent_state_target,correct_answer,cue_label
CP-L2-02,0.1469,0.1594,1.0,0.0,0.45,2,4,2,alpha,alpha,
CP-L2-03,0.1438,0.5,1.0,0.0,0.0,2,4,2,alpha,alpha,
CP-L2-04,-0.0547,0.7484,0.0,0.9,0.0,2,4,2,alpha,alpha,
CP-L2-05,0.0562,0.325,0.9,0.1,0.3,2,4,2,alpha,alpha,
CP-L2-06,0.0094,0.6906,0.6,0.3,0.0,2,4,2,alpha,alpha,
CP-L2-07,-0.0719,0.4031,0.3,0.6,0.0,2,4,2,alpha,alpha,
CP-L2-08,-0.0047,0.4453,0.5,0.5,0.0,2,4,2,alpha,alpha,
CP-L2-09,0.0406,0.3469,0.5,0.5,0.0,2,4,2,alpha,alpha,
CP-L2-10,0.1625,0.5438,1.0,0.0,0.0,2,4,2,alpha,alpha,
CP-L2-11,0.1828,0.6828,0.5,0.4,0.0,2,4,2,alpha,alpha,
CP-L2-12,-0.3047,0.5359,0.0,1.0,0.0,2,4,2,alpha,alpha,
CP-L2-13,0.275,0.3969,1.0,0.0,0.0,2,4,2,alpha,alpha,
CP-L2-14,0.125,0.3875,1.0,0.0,0.0,2,4,2,alpha,alpha,
CP-L3-01,0.1625,0.4625,0.5,0.5,0.0,2,4,3,alpha,alpha,
CP-L3-02,0.1859,0.4266,0.9,0.1,0.0,2,4,3,alpha,alpha,
CP-L3-03,0.1938,0.5312,1.0,0.0,0.0,2,4,3,alpha,alpha,
CP-L3-04,0.0766,0.3922,0.6,0.4,0.0,2,4,3,alpha,alpha,
KW-A1,0.5031,0.5344,1.0,0.0,0.0,2,4,1,alpha,alpha,
KW-A2,0.8609,0.8672,1.0,0.0,0.0,2,4,1,alpha,alpha,
KW-A3,0.2781,0.2844,0.8,0.0,0.25,2,4,1,alpha,alpha,
KW-A4,0.6922,0.6922,1.0,0.0,0.0,2,4,1,alpha,alpha,
KW-A5,0.6375,0.6375,1.0,0.0,0.0,2,4,1,alpha,alpha,
KW-A6,0.2266,0.3078,0.6,0.4,0.0,2,4,1,alpha,alpha,
KW-B1,-0.2906,0.3469,0.0,1.0,0.0,2,4,1,beta,beta,
KW-B2,-0.5719,0.5781,0.0,1.0,0.6,2,4,1,beta,beta,
KW-B3,0.0625,0.3438,0.5,0.5,0.2,2,4,1,beta,beta,
KW-B4,-0.3078,0.5328,0.3,0.7,0.15,2,4,1,beta,beta,
KW-B5,-0.8125,0.825,0.0,1.0,0.0,2,4,1,beta,beta,
KW-B6,-0.2188,0.3625,0.3,0.7,0.0,2,4,1,beta,beta,
L1-A1,0.5794,0.5794,1.0,0.0,0.0,12,4,1,alpha,alpha,emitted_charge_plus2
L1-A2,0.6117,0.6232,1.0,0.0,0.0,12,4,1,alpha,alpha,emitted_mass4
L1-A3,0.2193,0.2505,1.0,0.0,0.0,12,4,1,alpha,alpha,daughter_z_minus2
L1-A4,0.3419,0.3681,1.0,0.0,0.0,10,4,1,alpha,alpha,daughter_a_minus4
L1-A5,0.5648,0.5648,1.0,0.0,0.0,8,4,1,alpha,alpha,emitted_2protons
L1-A6,0.602,0.602,1.0,0.0,0.0,8,4,1,alpha,alpha,emitted_2neutrons
L1-B1,-0.3297,0.3651,0.0,1.0,0.0833,12,4,1,beta,beta,emitted_charge_minus1
L1-B2,-0.0312,0.2031,0.4,0.6,0.2667,12,4,1,beta,beta,daughter_z_plus1
L1-B3,-0.1052,0.4302,0.5,0.5,0.0583,12,4,1,beta,beta,daughter_a_unchanged
L1-B4,-0.1847,0.4216,0.4,0.6,0.47,10,4,1,beta,beta,antineutrino_emitted
L1-B5,-0.3711,0.4117,0.1,0.9,0.0,8,4,1,beta,beta,emitted_mass_negligible
L1-B6,-0.0938,0.2578,0.4,0.6,0.15,8,4,1,beta,beta,daughter_n_minus1
L2-AR1,0.6425,0.6425,1.0,0.0,0.0,10,4,2,alpha,alpha,composition_2p2n
L2-AR2,0.7025,0.7025,1.0,0.0,0.0,10,4,2,alpha,alpha,charge_plus_mass
L2-AR3,0.2269,0.3081,1.0,0.0,0.0,10,4,2,alpha,alpha,daughter_z_and_a_alpha
L2-AR4,0.5797,0.5797,1.0,0.0,0.0,8,4,2,alpha,alpha,composition_plus_daughter
L2-AR5,0.3172,0.3391,1.0,0.0,0.0,8,4,2,alpha,alpha,charge_plus_daughter_z
L2-AR6,0.3789,0.4766,1.0,0.0,0.0,8,4,2,alpha,alpha,mass_plus_daughter_a
L2-AR7,0.4464,0.4734,1.0,0.0,0.0,6,4,2,alpha,alpha,narrative_ejection
L2-AR8,0.7477,0.7477,1.0,0.0,0.0,8,4,2,alpha,alpha,full_emitted_alpha_spec
L2-BR1,0.0888,0.315,0.8,0.2,0.13,10,4,2,beta,beta,z_plus1_a_unchanged
L2-BR2,-0.5872,0.5922,0.0,1.0,0.14,10,4,2,beta,beta,neutron_to_proton
L2-BR3,-0.4492,0.4516,0.0,1.0,0.0125,8,4,2,beta,beta,n_to_p_with_antineutrino
L2-BR4,0.0055,0.182,0.5,0.4,0.0375,8,4,2,beta,beta,charge_plus_z_change
L2-BR5,-0.0167,0.2125,0.5,0.5,0.0167,6,4,2,beta,beta,charge_plus_a_unchanged
L2-BR6,-0.1062,0.2617,0.3,0.7,0.1875,8,4,2,beta,beta,z_plus1_with_antineutrino
L2-BR7,-0.4023,0.4086,0.0,1.0,0.0,8,4,2,beta,beta,n_to_p_plus_z_plus1
L2-BR8,0.066,0.2535,0.8,0.2,0.0,8,4,2,beta,beta,full_beta_process_spec
L2-GRAD-A,0.6911,0.6995,1.0,0.0,0.0,6,4,2,alpha,alpha,
L2-GRAD-B,-0.024,0.324,0.5,0.4,0.1667,6,4,2,beta,beta,
L3-A1,0.468,0.5531,0.8,0.2,0.0,8,4,3,alpha,alpha,helium4_equivalence
L3-A2,0.5617,0.5961,0.9,0.0,0.0,8,4,3,alpha,alpha,composite_nuclear_object
L3-A3,0.3286,0.3849,1.0,0.0,0.0,6,4,3,alpha,alpha,heavy_nuclear_fragment
L3-A4,0.138,0.1964,0.6,0.3,0.0,6,4,3,alpha,alpha,baryon_number_4
L3-B1,-0.2184,0.2793,0.0,1.0,0.0,8,4,3,beta,beta,lepton_family
L3-B2,-0.0668,0.316,0.5,0.5,0.0125,8,4,3,beta,beta,electron_equivalence
L3-B3,-0.4115,0.4115,0.0,1.0,0.1,6,4,3,beta,beta,not_nuclear_fragment
L3-B4,-0.1302,0.4385,0.5,0.5,0.0,6,4,3,beta,beta,muon_family
L3-FA,0.5668,0.5668,1.0,0.0,0.0,8,4,3,alpha,alpha,
L3-FB,-0.1117,0.218,0.3,0.7,0.0,8,4,3,beta,beta,
AUX-A1,-0.0417,0.0417,0.0,0.6667,0.0,1,5,AUX,alpha,alpha,
AUX-A10,-0.2917,0.2917,0.0,1.0,0.0,1,5,AUX,alpha,alpha,
AUX-A2,-0.3125,0.3125,0.0,1.0,0.0,1,5,AUX,alpha,alpha,
AUX-A3,-0.1042,0.1042,0.0,1.0,0.0,1,5,AUX,alpha,alpha,
AUX-A4,-0.0833,0.0833,0.0,1.0,0.0,1,5,AUX,alpha,alpha,
AUX-A5,-0.2917,0.2917,0.0,1.0,0.0,1,5,AUX,alpha,alpha,
AUX-A6,0.0,0.0,0.0,0.0,0.0,1,5,AUX,alpha,alpha,
AUX-A7,-0.1458,0.1458,0.0,1.0,0.0,1,5,AUX,alpha,alpha,
AUX-A8,0.0,0.0417,0.3333,0.3333,0.0,1,5,AUX,alpha,alpha,
AUX-A9,-0.0417,0.0417,0.0,0.6667,0.0,1,5,AUX,alpha,alpha,
AUX-B1,0.125,0.125,0.6667,0.0,0.0,1,5,AUX,beta,beta,
AUX-B10,0.1458,0.1458,1.0,0.0,0.0,1,5,AUX,beta,beta,
AUX-B2,0.2917,0.2917,1.0,0.0,0.0,1,5,AUX,beta,beta,
AUX-B3,0.125,0.125,1.0,0.0,0.0,1,5,AUX,beta,beta,
AUX-B4,-0.25,0.25,0.0,1.0,0.0,1,5,AUX,beta,beta,
AUX-B5,-0.1875,0.1875,0.0,1.0,0.0,1,5,AUX,beta,beta,
AUX-B6,0.3333,0.3333,1.0,0.0,0.0,1,5,AUX,beta,beta,
AUX-B7,0.25,0.25,1.0,0.0,0.0,1,5,AUX,beta,beta,
AUX-B8,-0.1146,0.1146,0.0,1.0,0.0,1,5,AUX,beta,beta,
AUX-B9,0.0833,0.0833,1.0,0.0,0.0,1,5,AUX,beta,beta,
AUX-CF1,-0.0625,0.0625,0.0,1.0,0.0,1,5,AUX,alpha,alpha,
AUX-CF10,0.0,0.0,0.0,0.0,0.0,1,5,AUX,beta,beta,
AUX-CF11,0.125,0.125,1.0,0.0,0.0,1,5,AUX,alpha,alpha,
AUX-CF12,-0.2292,0.2292,0.0,1.0,0.0,1,5,AUX,beta,beta,
AUX-CF2,-0.1458,0.1458,0.0,1.0,0.0,1,5,AUX,beta,beta,
AUX-CF3,-0.0208,0.0208,0.0,0.3333,0.0,1,5,AUX,alpha,alpha,
AUX-CF4,0.0625,0.0625,1.0,0.0,0.0,1,5,AUX,beta,beta,
AUX-CF5,0.0417,0.0417,0.6667,0.0,0.0,1,5,AUX,alpha,alpha,
AUX-CF6,-0.1042,0.1042,0.0,1.0,0.0,1,5,AUX,beta,beta,
AUX-CF7,-0.1667,0.1667,0.0,1.0,0.0,1,5,AUX,alpha,alpha,
AUX-CF8,0.0,0.0,0.0,0.0,0.0,1,5,AUX,beta,beta,
AUX-CF9,-0.0833,0.0833,0.0,1.0,0.0,1,5,AUX,alpha,alpha,
AUX-ISO1,-0.25,0.25,0.0,1.0,0.0,1,5,AUX,alpha,alpha,
AUX-ISO10,0.2917,0.2917,1.0,0.0,0.0,1,5,AUX,beta,beta,
AUX-ISO11,0.2917,0.2917,1.0,0.0,0.0,1,5,AUX,beta,beta,
AUX-ISO12,0.25,0.25,1.0,0.0,0.0,1,5,AUX,beta,beta,
AUX-ISO2,-0.25,0.25,0.0,1.0,0.0,1,5,AUX,alpha,alpha,
AUX-ISO3,-0.125,0.125,0.0,1.0,0.0,1,5,AUX,alpha,alpha,
AUX-ISO4,-0.25,0.25,0.0,1.0,0.0,1,5,AUX,alpha,alpha,
AUX-ISO5,-0.1042,0.1042,0.0,1.0,0.0,1,5,AUX,alpha,alpha,
AUX-ISO6,-0.1875,0.1875,0.0,1.0,0.0,1,5,AUX,alpha,alpha,
AUX-ISO7,0.25,0.25,1.0,0.0,0.0,1,5,AUX,beta,beta,
AUX-ISO8,0.1667,0.1667,1.0,0.0,0.0,1,5,AUX,beta,beta,
AUX-ISO9,0.2083,0.2083,1.0,0.0,0.0,1,5,AUX,beta,beta,
AUX-P1,-0.3125,0.3125,0.0,1.0,0.0,1,5,AUX,alpha,alpha,
AUX-P10,0.125,0.125,1.0,0.0,0.0,1,5,AUX,beta,beta,
AUX-P11,-0.1042,0.1042,0.0,1.0,0.0,1,5,AUX,beta,beta,
AUX-P12,0.3542,0.3542,1.0,0.0,0.0,1,5,AUX,beta,beta,
AUX-P2,0.0208,0.0208,0.3333,0.0,0.0,1,5,AUX,alpha,alpha,
AUX-P3,-0.0625,0.0625,0.0,1.0,0.0,1,5,AUX,alpha,alpha,
AUX-P4,-0.2083,0.2083,0.0,1.0,0.0,1,5,AUX,alpha,alpha,
AUX-P5,0.375,0.375,1.0,0.0,0.0,1,5,AUX,alpha,alpha,
AUX-P6,-0.1458,0.1458,0.0,1.0,0.0,1,5,AUX,alpha,alpha,
AUX-P7,0.4792,0.4792,1.0,0.0,1.0,1,5,AUX,beta,beta,
AUX-P8,0.2917,0.2917,1.0,0.0,0.0,1,5,AUX,beta,beta,
AUX-P9,0.0417,0.0417,0.6667,0.0,0.0,1,5,AUX,beta,beta,
CP-L1-01,0.1146,0.1771,1.0,0.0,0.5,2,5,1,alpha,alpha,
CP-L1-02,-0.125,0.125,0.0,1.0,0.0,2,5,1,alpha,alpha,
CP-L1-03,-0.1458,0.1458,0.0,1.0,0.0,2,5,1,alpha,alpha,
CP-L1-04,-0.0833,0.1667,0.0,1.0,0.0,2,5,1,alpha,alpha,
CP-L1-05,-0.1458,0.1458,0.0,1.0,0.0,2,5,1,alpha,alpha,
CP-L1-06,-0.1146,0.1146,0.0,1.0,0.0,2,5,1,alpha,alpha,
CP-L2-01,-0.0938,0.0938,0.0,1.0,0.0,2,5,2,alpha,alpha,
CP-L2-02,-0.1771,0.1771,0.0,1.0,0.0,2,5,2,alpha,alpha,
CP-L2-03,-0.0208,0.0208,0.0,0.6667,0.0,2,5,2,alpha,alpha,
CP-L2-04,-0.1042,0.1042,0.0,1.0,0.0,2,5,2,alpha,alpha,
CP-L2-05,-0.1667,0.1667,0.0,1.0,0.0,2,5,2,alpha,alpha,
CP-L2-06,-0.0938,0.0938,0.0,1.0,0.0,2,5,2,alpha,alpha,
CP-L2-07,-0.0625,0.0625,0.0,1.0,0.0,2,5,2,alpha,alpha,
CP-L2-08,0.4896,0.5104,1.0,0.0,0.0,2,5,2,alpha,alpha,
CP-L2-09,-0.0417,0.0417,0.0,1.0,0.0,2,5,2,alpha,alpha,
CP-L2-10,-0.1146,0.1146,0.0,1.0,0.0,2,5,2,alpha,alpha,
CP-L2-11,-0.1667,0.1667,0.0,1.0,0.0,2,5,2,alpha,alpha,
CP-L2-12,-0.0677,0.1927,0.0,1.0,0.0,2,5,2,alpha,alpha,
CP-L2-13,-0.0833,0.1042,0.0,1.0,0.0,2,5,2,alpha,alpha,
CP-L2-14,0.0312,0.1771,1.0,0.0,0.1667,2,5,2,alpha,alpha,
CP-L3-01,-0.1042,0.1042,0.0,1.0,0.0,2,5,3,alpha,alpha,
CP-L3-02,0.1823,0.1823,1.0,0.0,0.0,2,5,3,alpha,alpha,
CP-L3-03,0.0312,0.1354,1.0,0.0,0.0,2,5,3,alpha,alpha,
CP-L3-04,-0.0104,0.3646,0.0,0.3333,0.0,2,5,3,alpha,alpha,
KW-A1,-0.125,0.125,0.0,1.0,0.0,2,5,1,alpha,alpha,
KW-A2,-0.0417,0.2083,0.0,1.0,0.0,2,5,1,alpha,alpha,
KW-A3,-0.1771,0.1771,0.0,1.0,0.0,2,5,1,alpha,alpha,
KW-A4,-0.1146,0.1146,0.0,1.0,0.0,2,5,1,alpha,alpha,
KW-A5,-0.125,0.125,0.0,1.0,0.0,2,5,1,alpha,alpha,
KW-A6,-0.1042,0.125,0.0,1.0,0.0,2,5,1,alpha,alpha,
KW-B1,0.1354,0.1354,1.0,0.0,0.0,2,5,1,beta,beta,
KW-B2,-0.0312,0.1979,0.0,0.6667,0.0,2,5,1,beta,beta,
KW-B3,0.0,0.0625,0.0,0.0,0.0,2,5,1,beta,beta,
KW-B4,0.0312,0.0521,1.0,0.0,0.0,2,5,1,beta,beta,
KW-B5,0.0052,0.0885,0.6667,0.3333,0.0,2,5,1,beta,beta,
KW-B6,0.0312,0.0729,0.6667,0.0,0.0,2,5,1,beta,beta,
L1-A1,-0.1319,0.1389,0.0,1.0,0.0,12,5,1,alpha,alpha,emitted_charge_plus2
L1-A2,-0.1875,0.1875,0.0,1.0,0.0,12,5,1,alpha,alpha,emitted_mass4
L1-A3,-0.066,0.0799,0.0,1.0,0.0,12,5,1,alpha,alpha,daughter_z_minus2
L1-A4,-0.1792,0.1792,0.0,1.0,0.0,10,5,1,alpha,alpha,daughter_a_minus4
L1-A5,-0.1068,0.1484,0.0,1.0,0.0,8,5,1,alpha,alpha,emitted_2protons
L1-A6,-0.0156,0.1927,0.0,1.0,0.0,8,5,1,alpha,alpha,emitted_2neutrons
L1-B1,0.2378,0.2413,1.0,0.0,0.1667,12,5,1,beta,beta,emitted_charge_minus1
L1-B2,-0.0208,0.059,0.0,1.0,0.0,12,5,1,beta,beta,daughter_z_plus1
L1-B3,0.0937,0.1424,1.0,0.0,0.0,12,5,1,beta,beta,daughter_a_unchanged
L1-B4,-0.0396,0.0812,0.0,1.0,0.0667,10,5,1,beta,beta,antineutrino_emitted
L1-B5,0.0599,0.1172,1.0,0.0,0.0,8,5,1,beta,beta,emitted_mass_negligible
L1-B6,0.0208,0.0781,0.6667,0.0,0.0,8,5,1,beta,beta,daughter_n_minus1
L2-AR1,-0.0562,0.0938,0.0,1.0,0.0,10,5,2,alpha,alpha,composition_2p2n
L2-AR2,-0.1458,0.1458,0.0,1.0,0.0,10,5,2,alpha,alpha,charge_plus_mass
L2-AR3,-0.1896,0.1896,0.0,1.0,0.0,10,5,2,alpha,alpha,daughter_z_and_a_alpha
L2-AR4,-0.1458,0.151,0.0,1.0,0.0,8,5,2,alpha,alpha,composition_plus_daughter
L2-AR5,-0.1016,0.1016,0.0,1.0,0.0,8,5,2,alpha,alpha,charge_plus_daughter_z
L2-AR6,-0.2057,0.2318,0.0,1.0,0.0,8,5,2,alpha,alpha,mass_plus_daughter_a
L2-AR7,0.0729,0.1771,1.0,0.0,0.0,6,5,2,alpha,alpha,narrative_ejection
L2-AR8,-0.138,0.1536,0.0,1.0,0.0,8,5,2,alpha,alpha,full_emitted_alpha_spec
L2-BR1,0.0167,0.0958,0.6667,0.3333,0.0,10,5,2,beta,beta,z_plus1_a_unchanged
L2-BR2,-0.1542,0.2167,0.0,1.0,0.0,10,5,2,beta,beta,neutron_to_proton
L2-BR3,0.0299,0.1471,0.6667,0.3333,0.0,8,5,2,beta,beta,n_to_p_with_antineutrino
L2-BR4,0.0052,0.0833,0.3333,0.6667,0.125,8,5,2,beta,beta,charge_plus_z_change
L2-BR5,0.1111,0.1319,1.0,0.0,0.0556,6,5,2,beta,beta,charge_plus_a_unchanged
L2-BR6,0.0807,0.1068,1.0,0.0,0.25,8,5,2,beta,beta,z_plus1_with_antineutrino
L2-BR7,-0.0365,0.0755,0.0,1.0,0.0,8,5,2,beta,beta,n_to_p_plus_z_plus1
L2-BR8,0.1406,0.1458,1.0,0.0,0.0,8,5,2,beta,beta,full_beta_process_spec
L2-GRAD-A,-0.0417,0.0868,0.0,1.0,0.0,6,5,2,alpha,alpha,
L2-GRAD-B,0.1441,0.1441,1.0,0.0,0.0,6,5,2,beta,beta,
L3-A1,-0.112,0.1354,0.0,1.0,0.0,8,5,3,alpha,alpha,helium4_equivalence
L3-A2,0.2826,0.319,1.0,0.0,0.0,8,5,3,alpha,alpha,composite_nuclear_object
L3-A3,0.1354,0.1701,1.0,0.0,0.0,6,5,3,alpha,alpha,heavy_nuclear_fragment
L3-A4,-0.2674,0.2674,0.0,1.0,0.0,6,5,3,alpha,alpha,baryon_number_4
L3-B1,0.0495,0.1432,1.0,0.0,0.0,8,5,3,beta,beta,lepton_family
L3-B2,0.0326,0.1602,0.6667,0.3333,0.0,8,5,3,beta,beta,electron_equivalence
L3-B3,-0.1389,0.1597,0.0,1.0,0.0,6,5,3,beta,beta,not_nuclear_fragment
L3-B4,0.1701,0.1701,1.0,0.0,0.0,6,5,3,beta,beta,muon_family
L3-FA,-0.1849,0.1849,0.0,1.0,0.0,8,5,3,alpha,alpha,
L3-FB,0.1146,0.125,1.0,0.0,0.0,8,5,3,beta,beta,
AUX-A1,0.1625,0.1625,1.0,0.0,0.0,1,6,AUX,alpha,alpha,
AUX-A10,0.175,0.175,1.0,0.0,0.0,1,6,AUX,alpha,alpha,
AUX-A2,0.075,0.075,1.0,0.0,0.0,1,6,AUX,alpha,alpha,
AUX-A3,0.375,0.375,1.0,0.0,0.0,1,6,AUX,alpha,alpha,
AUX-A4,0.2875,0.2875,1.0,0.0,0.0,1,6,AUX,alpha,alpha,
AUX-A5,0.35,0.35,1.0,0.0,0.0,1,6,AUX,alpha,alpha,
AUX-A6,0.55,0.55,1.0,0.0,0.0,1,6,AUX,alpha,alpha,
AUX-A7,0.4125,0.4125,1.0,0.0,0.0,1,6,AUX,alpha,alpha,
AUX-A8,0.225,0.225,1.0,0.0,0.0,1,6,AUX,alpha,alpha,
AUX-A9,0.3125,0.3125,1.0,0.0,0.0,1,6,AUX,alpha,alpha,
AUX-B1,-1.175,1.175,0.0,1.0,1.0,1,6,AUX,beta,beta,
AUX-B10,-0.2,0.2,0.0,1.0,1.0,1,6,AUX,beta,beta,
AUX-B2,-0.3125,0.3125,0.0,1.0,0.0,1,6,AUX,beta,beta,
AUX-B3,-0.3,0.3,0.0,1.0,0.0,1,6,AUX,beta,beta,
AUX-B4,-0.4375,0.4375,0.0,1.0,0.0,1,6,AUX,beta,beta,
AUX-B5,-0.2875,0.2875,0.0,1.0,0.0,1,6,AUX,beta,beta,
AUX-B6,-0.375,0.375,0.0,1.0,0.0,1,6,AUX,beta,beta,
AUX-B7,-0.25,0.25,0.0,1.0,0.0,1,6,AUX,beta,beta,
AUX-B8,-0.2188,0.2188,0.0,1.0,0.0,1,6,AUX,beta,beta,
AUX-B9,-0.3625,0.3625,0.0,1.0,0.0,1,6,AUX,beta,beta,
AUX-CF1,0.0875,0.0875,1.0,0.0,0.0,1,6,AUX,alpha,alpha,
AUX-CF10,-0.05,0.05,0.0,0.8,0.0,1,6,AUX,beta,beta,
AUX-CF11,0.1375,0.1375,1.0,0.0,0.0,1,6,AUX,alpha,alpha,
AUX-CF12,-0.25,0.25,0.0,1.0,0.0,1,6,AUX,beta,beta,
AUX-CF2,0.1875,0.1875,1.0,0.0,0.0,1,6,AUX,beta,beta,
AUX-CF3,0.3625,0.3625,1.0,0.0,0.0,1,6,AUX,alpha,alpha,
AUX-CF4,0.1375,0.1375,1.0,0.0,0.0,1,6,AUX,beta,beta,
AUX-CF5,0.175,0.175,1.0,0.0,0.0,1,6,AUX,alpha,alpha,
AUX-CF6,-0.1625,0.1625,0.0,1.0,0.0,1,6,AUX,beta,beta,
AUX-CF7,0.0125,0.0125,0.2,0.0,0.0,1,6,AUX,alpha,alpha,
AUX-CF8,-0.2125,0.2125,0.0,1.0,0.0,1,6,AUX,beta,beta,
AUX-CF9,0.175,0.175,1.0,0.0,0.0,1,6,AUX,alpha,alpha,
AUX-ISO1,0.225,0.225,1.0,0.0,0.0,1,6,AUX,alpha,alpha,
AUX-ISO10,-0.1125,0.1125,0.0,1.0,0.0,1,6,AUX,beta,beta,
AUX-ISO11,-0.0375,0.0375,0.0,0.6,0.0,1,6,AUX,beta,beta,
AUX-ISO12,-0.125,0.125,0.0,1.0,0.0,1,6,AUX,beta,beta,
AUX-ISO2,0.2,0.2,1.0,0.0,0.0,1,6,AUX,alpha,alpha,
AUX-ISO3,0.1125,0.1125,1.0,0.0,0.0,1,6,AUX,alpha,alpha,
AUX-ISO4,0.2125,0.2125,1.0,0.0,0.0,1,6,AUX,alpha,alpha,
AUX-ISO5,0.0875,0.0875,1.0,0.0,0.0,1,6,AUX,alpha,alpha,
AUX-ISO6,0.2625,0.2625,1.0,0.0,0.0,1,6,AUX,alpha,alpha,
AUX-ISO7,-0.3,0.3,0.0,1.0,0.0,1,6,AUX,beta,beta,
AUX-ISO8,-0.075,0.075,0.0,1.0,0.0,1,6,AUX,beta,beta,
AUX-ISO9,-0.1125,0.1125,0.0,1.0,0.0,1,6,AUX,beta,beta,
AUX-P1,0.1375,0.1375,1.0,0.0,0.0,1,6,AUX,alpha,alpha,
AUX-P10,-0.1625,0.1625,0.0,1.0,0.0,1,6,AUX,beta,beta,
AUX-P11,-0.025,0.025,0.0,0.4,0.0,1,6,AUX,beta,beta,
AUX-P12,-0.175,0.175,0.0,1.0,0.0,1,6,AUX,beta,beta,
AUX-P2,0.2,0.2,1.0,0.0,0.0,1,6,AUX,alpha,alpha,
AUX-P3,0.1875,0.1875,1.0,0.0,0.0,1,6,AUX,alpha,alpha,
AUX-P4,0.1875,0.1875,1.0,0.0,0.0,1,6,AUX,alpha,alpha,
AUX-P5,0.075,0.075,0.6,0.0,0.0,1,6,AUX,alpha,alpha,
AUX-P6,0.3875,0.3875,1.0,0.0,0.0,1,6,AUX,alpha,alpha,
AUX-P7,-0.1125,0.1125,0.0,1.0,0.0,1,6,AUX,beta,beta,
AUX-P8,0.1375,0.1375,1.0,0.0,0.0,1,6,AUX,beta,beta,
AUX-P9,-0.175,0.175,0.0,1.0,0.0,1,6,AUX,beta,beta,
CP-L1-01,0.0375,0.3,0.6,0.0,0.0,2,6,1,alpha,alpha,
CP-L1-02,-0.0688,0.0688,0.0,1.0,0.0,2,6,1,alpha,alpha,
CP-L1-03,-0.0562,0.0688,0.0,1.0,0.0,2,6,1,alpha,alpha,
CP-L1-04,0.2125,0.2125,1.0,0.0,0.0,2,6,1,alpha,alpha,
CP-L1-05,-0.025,0.225,0.0,0.8,0.0,2,6,1,alpha,alpha,
CP-L1-06,-0.0188,0.1812,0.0,0.6,0.0,2,6,1,alpha,alpha,
CP-L2-01,0.0375,0.4625,1.0,0.0,0.5,2,6,2,alpha,alpha,
CP-L2-02,0.0688,0.0688,1.0,0.0,0.3,2,6,2,alpha,alpha,
CP-L2-03,-0.0625,0.5,0.0,1.0,0.0,2,6,2,alpha,alpha,
CP-L2-04,0.1969,0.5719,1.0,0.0,0.0,2,6,2,alpha,alpha,
CP-L2-05,-0.0125,0.15,0.2,0.6,0.0,2,6,2,alpha,alpha,
CP-L2-06,-0.1562,0.3188,0.0,1.0,0.0,2,6,2,alpha,alpha,
CP-L2-07,-0.0438,0.0938,0.0,1.0,0.0,2,6,2,alpha,alpha,
CP-L2-08,0.1812,0.1812,1.0,0.0,0.0,2,6,2,alpha,alpha,
CP-L2-09,0.0281,0.4531,0.8,0.0,0.0,2,6,2,alpha,alpha,
CP-L2-10,-0.0625,0.2125,0.0,1.0,0.0,2,6,2,alpha,alpha,
CP-L2-11,0.0438,0.2938,0.8,0.0,0.0,2,6,2,alpha,alpha,
CP-L2-12,-0.1094,0.4594,0.0,1.0,0.0,2,6,2,alpha,alpha,
CP-L2-13,0.225,0.2375,1.0,0.0,0.0,2,6,2,alpha,alpha,
CP-L2-14,-0.05,0.0875,0.0,1.0,0.0,2,6,2,alpha,alpha,
CP-L3-01,-0.0875,0.375,0.0,1.0,0.0,2,6,3,alpha,alpha,
CP-L3-02,-0.0188,0.1312,0.2,0.8,0.0,2,6,3,alpha,alpha,
CP-L3-03,0.1625,0.225,1.0,0.0,0.0,2,6,3,alpha,alpha,
CP-L3-04,0.0812,0.0812,1.0,0.0,0.0,2,6,3,alpha,alpha,
KW-A1,-0.0375,0.175,0.0,0.8,0.0,2,6,1,alpha,alpha,
KW-A2,0.0375,0.2375,1.0,0.0,0.0,2,6,1,alpha,alpha,
KW-A3,0.2062,0.2438,1.0,0.0,0.5,2,6,1,alpha,alpha,
KW-A4,0.2062,0.2062,1.0,0.0,0.0,2,6,1,alpha,alpha,
KW-A5,0.2812,0.2812,1.0,0.0,0.0,2,6,1,alpha,alpha,
KW-A6,-0.0312,0.0438,0.2,0.6,0.0,2,6,1,alpha,alpha,
KW-B1,-0.05,0.1625,0.0,1.0,0.0,2,6,1,beta,beta,
KW-B2,-0.2656,0.2656,0.0,1.0,0.0,2,6,1,beta,beta,
KW-B3,-0.1375,0.1375,0.0,1.0,0.0,2,6,1,beta,beta,
KW-B4,0.0062,0.0688,0.4,0.2,0.0,2,6,1,beta,beta,
KW-B5,-0.0094,0.1594,0.2,0.8,0.0,2,6,1,beta,beta,
KW-B6,-0.15,0.15,0.0,1.0,0.0,2,6,1,beta,beta,
L1-A1,0.2771,0.2771,1.0,0.0,0.0,12,6,1,alpha,alpha,emitted_charge_plus2
L1-A2,0.2146,0.2146,1.0,0.0,0.0,12,6,1,alpha,alpha,emitted_mass4
L1-A3,0.0437,0.0896,1.0,0.0,0.0,12,6,1,alpha,alpha,daughter_z_minus2
L1-A4,0.0462,0.1038,1.0,0.0,0.0,10,6,1,alpha,alpha,daughter_a_minus4
